2 13 5 98 48 6
2 14 5 68 58 21
2 15 4 29 57 -8
2 16 3 44 53 -1
2 17 6 50 63 -33
2 18 5 54 56 7
2 19 4 73 58 5
2 20 2 56 54 -1
2 21 3 85 64 -1
2 22 5 73 58 17
2 23 5 39 57 6
2 24 1 96 68 19
2 25 5 5 48 12
2 26 2 46 69 -3
2 27 8 8 63 6
2 28 5 43 58 -7
2 29 4 46 56 13
2 30 2 52 48 -3
2 31 2 79 61 2
2 32 2 35 57 -4
2 33 6 65 52 -8
2 34 6 68 56 11
2 35 8 98 70 -25
2 36 5 75 56 1
2 37 2 87 58 3
2 38 2 52 60 -16
2 39 3 8 65 1
2 40 9 3 57 21
2 41 3 10 63 28
2 42 5 63 63 21
2 43 3 58 56 -13
2 44 4 50 64 16
2 45 3 66 66 -19
2 46 3 11 62 -14
2 47 4 27 49 7
2 48 5 53 63 30
2 49 6 39 61 -14
2 50 3 20 57 5
2 51 8 90 44 12
2 52 3 0 68 -1
2 53 4 31 59 -23
2 54 7 70 62 -17
2 55 0 77 57 5
2 56 5 79 62 -9
2 57 4 94 61 -13
2 58 4 54 73 15
2 59 3 80 51 16
2 60 8 71 61 -14
2 61 6 38 59 13
2 62 1 42 56 6
2 63 4 51 52 -10
2 64 3 87 65 4
2 65 5 80 65 26
2 66 6 69 62 19
2 67 6 8 56 40
2 68 5 53 62 1
2 69 4 88 61 -8
2 70 4 3 57 -6
2 71 2 52 59 15
2 72 10 87 53 1
2 73 2 3 59 7
2 74 7 23 62 -1
2 75 4 89 56 13
2 76 6 8 60 5
2 77 4 72 55 -11
2 78 7 96 56 -38
2 79 3 12 67 -11
2 80 3 68 62 -40
2 81 2 42 52 1
2 82 2 85 62 4
2 83 4 14 55 4
2 84 8 74 57 -15
2 85 4 88 64 -2
2 86 4 70 54 22
2 87 5 15 60 -29
2 88 3 37 62 4
2 89 5 82 56 -1
2 90 9 97 58 -32
2 91 2 18 60 15
2 92 3 40 57 20
2 93 4 6 71 10
2 94 1 37 65 -14
2 95 2 48 56 11
2 96 3 3 63 -2
2 97 0 87 74 -28
2 98 6 80 65 1
2 99 1 66 60 -11
3 0 6 70 68 4
3 1 5 39 63 -5
3 2 2 36 58 22
3 3 2 40 63 -18
3 4 6 31 61 13
3 5 4 29 71 30
3 6 7 16 62 3
3 7 3 3 54 9
3 8 7 14 61 2
3 9 4 49 54 -5
3 10 4 15 59 -3
3 11 3 46 58 5
3 12 1 32 62 8
3 13 2 94 63 22
3 14 4 51 63 13
3 15 5 98 58 -4
3 16 4 83 63 21
3 17 4 58 66 -20
3 18 2 87 59 2
3 19 4 60 56 -14
3 20 4 42 57 1
3 21 4 88 57 -15
3 22 2 34 58 6
3 23 2 62 64 -12
3 24 4 96 63 28
3 25 3 68 60 -22
3 26 4 90 58 9
3 27 3 37 57 -10
3 28 4 49 58 -5
3 29 6 3 64 -4
3 30 5 54 59 8
3 31 4 81 54 -3
3 32 3 80 66 -10
3 33 4 77 65 -6
3 34 4 55 62 -13
3 35 1 45 57 17
3 36 9 87 60 -5
3 37 4 59 64 -24
3 38 6 56 66 17
3 39 2 61 64 16
3 40 1 38 63 -14
3 41 2 42 56 22
3 42 5 16 68 -22
3 43 3 33 60 -25
3 44 4 8 62 -3
3 45 2 91 59 19
3 46 9 37 55 -10
3 47 9 91 58 22
3 48 5 26 60 24
3 49 1 37 59 16
3 50 6 12 63 -0
3 51 3 58 57 -1
3 52 4 23 56 -35
3 53 2 11 50 7
3 54 2 16 71 -25
3 55 4 64 59 4
3 56 3 41 55 30
3 57 6 63 60 14
3 58 6 22 65 -17
3 59 4 48 61 -1
3 60 5 90 61 4
3 61 1 28 54 8
3 62 1 54 51 5
3 63 5 82 54 19
3 64 3 97 55 -9
3 65 3 69 59 26
3 66 5 19 62 15
3 67 1 19 52 -11
3 68 6 59 56 6
3 69 3 62 63 31
3 70 4 27 57 27
3 71 4 55 71 19
3 72 9 45 58 -12
3 73 3 90 64 25
3 74 6 29 55 40
3 75 2 70 70 33
3 76 4 52 65 -14
3 77 9 27 66 16
3 78 6 78 66 -32
3 79 6 22 57 6
3 80 1 29 57 -6
3 81 3 69 52 2
3 82 3 1 66 3
3 83 4 77 58 -6
3 84 4 79 57 -17
3 85 7 43 67 14
3 86 4 72 55 1
3 87 7 79 60 9
3 88 4 37 47 -2
3 89 4 40 62 16
3 90 6 23 59 18
3 91 8 60 71 21
3 92 3 93 64 15
3 93 6 23 59 -1
3 94 3 60 62 24
3 95 2 41 56 -16
3 96 2 63 58 33
3 97 3 95 56 7
3 98 8 10 55 9
3 99 6 5 53 15
4 0 1 75 60 13
4 1 1 32 59 -2
4 2 2 24 70 -1
4 3 7 86 61 -10
4 4 4 39 54 -7
4 5 3 73 60 3
4 6 2 97 57 -6
4 7 5 61 62 22
4 8 4 47 59 18
4 9 4 99 66 1
4 10 7 51 59 -22
4 11 3 60 53 3
4 12 3 19 48 10
4 13 5 89 55 -16
4 14 5 35 61 -6
4 15 5 82 68 12
4 16 6 87 65 -3
4 17 5 74 61 -8
4 18 8 65 58 8
4 19 4 69 55 8
4 20 5 74 67 -9
4 21 4 63 53 17
4 22 2 97 64 15
4 23 5 17 64 14
4 24 3 43 60 -28
4 25 7 0 62 18
4 26 4 16 59 18
4 27 1 46 58 7
4 28 6 37 65 4
4 29 5 11 69 -9
4 30 10 62 56 8
4 31 2 57 64 -1
4 32 4 86 64 3
4 33 6 90 46 -9
4 34 5 13 50 24
4 35 4 46 56 -11
4 36 5 42 62 22
4 37 5 74 67 -6
4 38 3 63 59 -21
4 39 7 18 57 -1
4 40 4 27 57 -13
4 41 4 67 59 -19
4 42 5 32 62 12
4 43 5 67 65 12
4 44 4 40 56 1
4 45 4 73 56 -3
4 46 6 5 62 -5
4 47 2 1 61 -18
4 48 4 67 57 19
4 49 4 42 59 -17
4 50 6 96 60 -31
4 51 7 25 60 4
4 52 6 3 53 3
4 53 7 90 58 12
4 54 6 28 63 16
4 55 5 96 60 -11
4 56 4 24 58 14
4 57 3 12 54 6
4 58 7 18 61 14
4 59 3 68 66 15
4 60 3 4 67 -5
4 61 4 72 49 3
4 62 3 38 58 -22
4 63 5 30 57 -6
4 64 2 28 55 -10
4 65 1 23 56 20
4 66 4 60 59 3
4 67 4 99 62 -3
4 68 3 75 66 -9
4 69 3 98 62 34
4 70 3 81 59 22
4 71 1 9 66 -1
4 72 4 76 58 -5
4 73 6 94 63 -9
4 74 7 45 62 4
4 75 6 15 55 -8
4 76 1 57 56 7
4 77 1 37 60 7
4 78 4 54 61 -19
4 79 2 12 53 -8
4 80 3 87 54 14
4 81 7 59 64 -29
4 82 3 7 60 -15
4 83 3 16 57 7
4 84 5 31 60 7
4 85 5 57 50 18
4 86 4 80 69 8
4 87 4 62 57 14
4 88 1 46 51 -15
4 89 1 51 66 -10
4 90 5 82 62 -1
4 91 5 93 64 -2
4 92 1 81 59 -1
4 93 3 77 60 -24
4 94 8 46 61 -6
4 95 3 8 64 -3
4 96 3 8 62 8
4 97 6 100 66 -2
4 98 1 6 64 -1
4 99 3 97 55 15
5 0 5 82 53 -5
5 1 4 6 48 7
5 2 4 66 62 -2
5 3 2 19 66 -1
5 4 6 63 59 -9
5 5 2 96 61 -3
5 6 3 43 58 16
5 7 7 65 66 -4
5 8 2 44 63 -10
5 9 6 69 75 26
5 10 3 3 58 6
5 11 3 11 59 29
5 12 6 28 65 -2
5 13 3 31 59 -9
5 14 4 41 63 4
5 15 7 72 66 -9
5 16 8 13 56 21
5 17 2 42 65 -8
5 18 2 40 64 -7
5 19 2 46 62 -5
5 20 5 7 61 13
5 21 1 39 65 -15
5 22 5 68 54 36
5 23 4 93 64 14
5 24 3 35 49 16
5 25 7 77 56 -1
5 26 6 2 62 -7
5 27 3 7 61 5
5 28 2 3 54 -1
5 29 4 88 49 7
5 30 3 15 52 12
5 31 3 74 55 -17
5 32 3 94 60 -14
5 33 6 16 62 -6
5 34 3 44 58 8
5 35 5 11 60 -9
5 36 4 46 57 -3
5 37 3 57 52 -2
5 38 4 85 64 7
5 39 2 69 59 12
5 40 0 71 61 3
5 41 3 6 59 -18
5 42 3 93 66 2
5 43 3 27 58 30
5 44 3 38 57 -17
5 45 2 74 53 -18
5 46 3 10 61 -10
5 47 2 93 51 -0
5 48 3 58 51 1
5 49 3 28 63 -11
5 50 2 11 63 -24
5 51 3 2 50 -12
5 52 5 98 60 24
5 53 2 59 56 -6
5 54 4 48 60 1
5 55 4 9 63 -7
5 56 1 70 60 22
5 57 2 37 65 -5
5 58 7 52 62 34
5 59 0 88 61 12
5 60 3 28 49 28
5 61 5 28 67 2
5 62 4 86 64 7
5 63 2 67 58 0
5 64 6 57 70 -14
5 65 5 5 61 18
5 66 4 77 63 -11
5 67 6 83 60 -10
5 68 4 49 52 10
5 69 1 4 59 10
5 70 3 19 53 -5
5 71 3 64 62 -1
5 72 1 21 59 14
5 73 3 53 56 3
5 74 5 28 59 3
5 75 6 99 63 -14
5 76 2 14 62 -10
5 77 5 14 64 1
5 78 2 83 56 38
5 79 5 55 63 11
5 80 6 78 58 4
5 81 5 33 52 17
5 82 7 31 67 3
5 83 6 67 57 6
5 84 5 49 57 2
5 85 2 2 63 -4
5 86 6 81 58 10
5 87 9 98 59 -7
5 88 4 44 56 -9
5 89 3 78 65 3
5 90 5 7 54 22
5 91 3 9 48 -16
5 92 4 77 63 -1
5 93 6 67 55 -15
5 94 3 35 53 -9
5 95 3 53 67 5
5 96 3 58 62 -11
5 97 2 8 55 -6
5 98 8 56 54 6
5 99 3 24 53 -3
6 0 7 52 59 4
6 1 4 73 55 23
6 2 4 24 57 24
6 3 3 77 58 11
6 4 12 6 51 -3
6 5 4 34 59 3
6 6 6 69 53 -14
6 7 7 23 54 -14
6 8 4 21 59 -5
6 9 8 81 63 15
6 10 1 70 66 2
6 11 4 23 63 5
6 12 1 94 55 7
6 13 6 21 66 -20
6 14 5 84 63 11
6 15 2 59 57 -8
6 16 4 39 63 -8
6 17 2 47 58 -15
6 18 4 71 60 14
6 19 6 45 59 -7
6 20 4 27 60 11
6 21 5 35 66 -28
6 22 3 21 65 3
6 23 4 63 66 7
6 24 1 20 62 -31
6 25 4 84 57 6
6 26 0 25 57 9
6 27 2 15 61 -11
6 28 3 7 53 -7
6 29 4 81 74 13
6 30 4 52 66 -7
6 31 4 65 66 9
6 32 1 60 64 -23
6 33 2 79 60 23
6 34 2 38 58 2
6 35 7 45 64 22
6 36 2 52 61 7
6 37 1 49 64 13
6 38 5 62 65 -22
6 39 3 57 62 -12
6 40 7 78 55 2
6 41 4 23 61 13
6 42 4 13 64 7
6 43 8 47 67 24
6 44 6 3 50 10
6 45 5 45 55 -8
6 46 2 63 59 23
6 47 3 84 66 10
6 48 3 14 59 9
6 49 2 68 52 -2
6 50 5 42 60 7
6 51 6 67 55 -3
6 52 3 42 59 -16
6 53 4 62 63 -16
6 54 7 45 63 22
6 55 4 91 55 30
6 56 4 7 57 24
6 57 6 11 60 -0
6 58 3 67 56 7
6 59 7 57 63 -14
6 60 6 11 58 -23
6 61 6 89 58 -24
6 62 3 62 54 -19
6 63 2 26 49 5
6 64 2 18 57 4
6 65 5 37 69 -21
6 66 4 63 59 19
6 67 3 28 57 2
6 68 9 36 64 -4
6 69 7 54 54 25
6 70 3 100 59 9
6 71 3 48 62 9
6 72 1 38 67 -3
6 73 5 63 60 4
6 74 4 30 59 -2
6 75 5 11 56 -15
6 76 7 33 59 -18
6 77 8 9 58 9
6 78 4 10 58 -5
6 79 5 54 60 -2
6 80 4 89 59 -12
6 81 2 59 52 12
6 82 3 16 56 20
6 83 1 48 64 -10
6 84 5 40 58 28
6 85 3 36 50 -35
6 86 2 40 59 -21
6 87 5 94 59 -16
6 88 1 20 64 -11
6 89 3 36 66 -17
6 90 5 9 49 -4
6 91 5 100 60 25
6 92 5 49 51 -4
6 93 4 70 62 -5
6 94 4 52 72 21
6 95 3 77 62 -4
6 96 5 93 53 -4
6 97 3 58 61 -1
6 98 4 50 65 8
6 99 5 21 56 17
7 0 2 44 62 -15
7 1 5 54 60 -21
7 2 8 68 63 1
7 3 6 10 65 -8
7 4 6 25 54 45
7 5 3 98 62 -30
7 6 8 88 69 -6
7 7 4 89 67 -5
7 8 3 51 63 12
7 9 7 22 60 0
7 10 4 50 60 9
7 11 5 67 57 -16
7 12 7 42 61 20
7 13 4 34 60 6
7 14 6 76 57 8
7 15 2 8 60 3
7 16 7 93 56 27
7 17 4 21 54 -7
7 18 5 100 55 -15
7 19 8 54 63 11
7 20 2 99 53 2
7 21 7 89 56 12
7 22 3 92 60 2
7 23 4 60 60 -8
7 24 4 39 66 8
7 25 3 96 59 -29
7 26 2 95 63 -0
7 27 6 95 55 11
7 28 3 41 60 20
7 29 0 21 61 -2
7 30 6 45 62 -33
7 31 3 67 57 -17
7 32 7 8 67 5
7 33 4 88 55 -4
7 34 5 43 52 -12
7 35 3 19 61 -4
7 36 3 82 68 -2
7 37 3 79 51 -10
7 38 3 92 65 -8
7 39 6 0 58 8
7 40 1 57 61 -5
7 41 4 58 57 -3
7 42 5 3 64 6
7 43 4 66 60 -6
7 44 3 24 64 3
7 45 5 1 60 7
7 46 1 30 64 -25
7 47 6 50 57 7
7 48 8 5 59 -6
7 49 2 49 57 20
7 50 6 58 59 18
7 51 5 24 63 14
7 52 4 58 68 -5
7 53 1 91 57 -1
7 54 10 30 50 13
7 55 7 76 69 -0
7 56 5 88 53 4
7 57 4 33 54 -2
7 58 6 26 63 -6
7 59 2 84 64 11
7 60 6 2 58 -15
7 61 4 99 53 -9
7 62 3 97 61 -1
7 63 5 57 54 -28
7 64 5 8 64 23
7 65 3 88 69 -13
7 66 3 77 73 -8
7 67 2 46 67 -7
7 68 5 87 57 -5
7 69 4 23 58 4
7 70 6 75 55 10
7 71 8 34 57 3
7 72 4 42 51 -25
7 73 4 86 56 -20
7 74 1 50 70 19
7 75 4 21 62 3
7 76 2 56 61 11
7 77 4 79 68 12
7 78 3 7 64 19
7 79 5 38 61 -20
7 80 0 24 54 -5
7 81 3 98 65 3
7 82 1 51 62 -15
7 83 6 8 58 8
7 84 4 44 60 7
7 85 4 57 53 18
7 86 6 34 69 -8
7 87 4 20 51 9
7 88 3 76 57 3
7 89 5 9 62 -2
7 90 3 4 62 -4
7 91 3 86 65 9
7 92 9 30 65 -5
7 93 1 82 63 -5
7 94 6 40 67 11
7 95 3 66 59 14
7 96 4 32 65 -4
7 97 5 20 67 17
7 98 5 97 57 -33
7 99 5 10 59 8
8 0 4 97 60 -2
8 1 4 4 65 12
8 2 4 9 64 5
8 3 4 63 58 -5
8 4 3 86 65 -24
8 5 3 59 57 24
8 6 6 36 64 -5
8 7 5 62 62 5
8 8 3 49 60 -5
8 9 1 42 67 19
8 10 2 43 54 -11
8 11 6 91 58 3
8 12 3 15 58 -27
8 13 6 90 68 4
8 14 7 39 49 -4
8 15 3 12 60 27
8 16 7 2 64 17
8 17 4 11 62 -14
8 18 2 99 54 26
8 19 7 71 61 29
8 20 5 84 60 20
8 21 4 47 61 -2
8 22 5 70 54 27
8 23 5 38 57 -14
8 24 8 97 60 -6
8 25 4 43 66 -7
8 26 4 91 53 -29
8 27 6 60 59 22
8 28 2 52 63 -4
8 29 2 53 51 5
8 30 0 69 61 30
8 31 5 48 63 3
8 32 2 8 58 9
8 33 4 35 64 -17
8 34 4 11 71 -7
8 35 6 86 63 12
8 36 4 65 70 4
8 37 7 26 58 -26
8 38 0 86 56 -13
8 39 3 59 59 -21
8 40 4 73 53 8
8 41 5 66 58 13
8 42 3 42 58 -13
8 43 3 42 57 19
8 44 4 32 66 -13
8 45 2 48 58 -21
8 46 2 38 61 -5
8 47 7 66 57 7
8 48 5 47 60 -42
8 49 7 56 62 -24
8 50 5 20 55 11
8 51 4 65 60 1
8 52 1 7 62 3
8 53 7 61 63 -18
8 54 4 88 63 21
8 55 1 3 59 6
8 56 2 65 67 9
8 57 7 19 58 12
8 58 2 53 55 -1
8 59 5 19 63 2
8 60 1 5 66 -4
8 61 5 100 61 20
8 62 2 46 60 6
8 63 5 99 62 10
8 64 2 62 65 -8
8 65 7 42 67 4
8 66 5 59 59 -7
8 67 4 45 53 28
8 68 1 31 55 -1
8 69 7 32 59 4
8 70 4 72 55 16
8 71 7 25 57 18
8 72 3 25 71 6
8 73 6 61 60 15
8 74 3 66 66 13
8 75 3 1 69 14
8 76 6 88 57 -20
8 77 3 70 60 -7
8 78 5 89 59 -13
8 79 6 70 63 -16
8 80 5 34 67 6
8 81 4 56 60 21
8 82 8 18 65 -5
8 83 2 99 55 17
8 84 1 28 61 -19
8 85 6 5 55 -7
8 86 6 76 57 4
8 87 3 1 56 -7
8 88 5 72 65 3
8 89 1 40 60 -18
8 90 5 8 54 -17
8 91 5 66 60 -3
8 92 5 97 61 -4
8 93 3 41 48 -20
8 94 4 86 63 -19
8 95 2 61 65 28
8 96 3 35 61 -24
8 97 5 48 59 3
8 98 2 48 54 -3
8 99 5 96 57 18
9 0 3 39 58 -16
9 1 4 88 56 11
9 2 3 87 52 6
9 3 7 33 63 28
9 4 5 5 68 12
9 5 2 91 59 -16
9 6 4 71 73 6
9 7 2 7 61 12
9 8 2 26 53 -7
9 9 6 42 55 15
9 10 6 48 64 20
9 11 5 47 70 6
9 12 0 44 67 -3
9 13 2 25 58 4
9 14 7 39 54 -6
9 15 3 48 59 32
9 16 3 76 69 -7
9 17 4 34 56 -8
9 18 1 45 61 -7
9 19 0 26 55 -12
9 20 2 81 60 -2
9 21 5 89 56 -1
9 22 3 93 55 -15
9 23 1 84 59 3
9 24 5 15 50 10
9 25 4 64 59 19
9 26 2 42 61 -6
9 27 7 18 64 4
9 28 8 90 65 -22
9 29 3 72 55 3
9 30 3 99 64 -3
9 31 6 27 58 -4
9 32 5 3 54 22
9 33 3 1 61 -5
9 34 1 32 55 9
9 35 5 21 58 10
9 36 4 64 52 15
9 37 3 13 59 0
9 38 8 98 59 2
9 39 1 68 62 1
9 40 4 78 67 2
9 41 1 23 68 8
9 42 4 88 62 -22
9 43 3 50 55 25
9 44 5 9 73 -21
9 45 0 82 52 39
9 46 3 81 63 17
9 47 4 60 59 -33
9 48 3 69 66 11
9 49 3 28 58 13
9 50 3 29 66 -11
9 51 1 38 56 -7
9 52 1 42 66 -20
9 53 10 59 67 -8
9 54 4 63 59 5
9 55 4 90 57 -52
9 56 2 82 55 2
9 57 3 13 63 14
9 58 5 7 61 14
9 59 5 57 63 7
9 60 1 52 63 -11
9 61 0 16 62 -0
9 62 8 46 59 9
9 63 2 35 58 18
9 64 7 46 64 -4
9 65 7 28 61 -20
9 66 2 26 55 7
9 67 6 18 58 12
9 68 2 8 62 21
9 69 7 97 56 -0
9 70 5 30 65 -5
9 71 7 24 68 -8
9 72 4 2 65 30
9 73 3 61 66 1
9 74 5 14 51 7
9 75 6 88 60 15
9 76 4 0 56 -11
9 77 7 10 68 -16
9 78 5 29 49 -17
9 79 4 81 56 -19
9 80 1 21 58 -24
9 81 1 1 55 19
9 82 0 9 59 43
9 83 6 20 64 -9
9 84 1 48 57 -19
9 85 2 26 58 31
9 86 5 46 50 -17
9 87 3 18 54 15
9 88 7 25 63 19
9 89 4 43 51 -20
9 90 4 51 66 4
9 91 1 49 54 10
9 92 2 69 67 -7
9 93 8 91 61 -17
9 94 6 67 51 4
9 95 5 71 59 1
9 96 5 49 61 -1
9 97 2 44 57 -13
9 98 8 83 58 2
9 99 1 62 62 13
